,movieId,title,genres,year
125,127,"silences of the palace, the (saimt el qusur)",['Drama'],1994
126,128,jupiter's wife,['Documentary'],1994
127,129,pie in the sky,"['Comedy', 'Romance']",1996
128,130,angela,['Drama'],1995
129,131,frankie starlight,"['Drama', 'Romance']",1995
130,132,jade,['Thriller'],1995
131,133,nueba yol,"['Comedy', 'Drama']",1995
132,134,sonic outlaws,['Documentary'],1995
133,135,down periscope,['Comedy'],1996
134,136,from the journals of jean seberg,['Documentary'],1995
135,137,man of the year,['Documentary'],1995
136,138,"neon bible, the",['Drama'],1995
137,139,target,"['Action', 'Drama']",1995
138,140,up close and personal,"['Drama', 'Romance']",1996
139,141,"birdcage, the",['Comedy'],1996
140,142,shadows (cienie),['Drama'],1988
141,143,gospa,['Drama'],1995
142,144,"brothers mcmullen, the",['Comedy'],1995
143,145,bad boys,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",1995
144,146,"amazing panda adventure, the","['Adventure', 'Children']",1995
145,147,"basketball diaries, the",['Drama'],1995
146,148,"awfully big adventure, an",['Drama'],1995
147,149,amateur,"['Crime', 'Drama', 'Thriller']",1994
148,150,apollo 13,"['Adventure', 'Drama', 'IMAX']",1995
149,151,rob roy,"['Action', 'Drama', 'Romance', 'War']",1995
150,152,"addiction, the","['Drama', 'Horror']",1995
151,153,batman forever,"['Action', 'Adventure', 'Comedy', 'Crime']",1995
152,154,beauty of the day (belle de jour),['Drama'],1967
153,155,beyond rangoon,"['Adventure', 'Drama', 'War']",1995
154,156,blue in the face,"['Comedy', 'Drama']",1995
155,157,canadian bacon,"['Comedy', 'War']",1995
156,158,casper,"['Adventure', 'Children']",1995
157,159,clockers,"['Crime', 'Drama', 'Mystery']",1995
158,160,congo,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",1995
159,161,crimson tide,"['Drama', 'Thriller', 'War']",1995
160,162,crumb,['Documentary'],1994
161,163,desperado,"['Action', 'Romance', 'Western']",1995
162,164,devil in a blue dress,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",1995
163,165,die hard: with a vengeance,"['Action', 'Crime', 'Thriller']",1995
164,166,"doom generation, the","['Comedy', 'Crime', 'Drama']",1995
165,167,feast of july,['Drama'],1995
166,168,first knight,"['Action', 'Drama', 'Romance']",1995
167,169,free willy 2: the adventure home,"['Adventure', 'Children', 'Drama']",1995
168,170,hackers,"['Action', 'Adventure', 'Crime', 'Thriller']",1995
169,171,jeffrey,"['Comedy', 'Drama']",1995
170,172,johnny mnemonic,"['Action', 'Sci-Fi', 'Thriller']",1995
171,173,judge dredd,"['Action', 'Crime', 'Sci-Fi']",1995
172,174,jury duty,['Comedy'],1995
173,175,kids,['Drama'],1995
174,176,living in oblivion,['Comedy'],1995
175,177,lord of illusions,['Horror'],1995
176,178,love & human remains,"['Comedy', 'Drama']",1993
177,179,mad love,"['Drama', 'Romance']",1995
178,180,mallrats,"['Comedy', 'Romance']",1995
179,181,mighty morphin power rangers: the movie,"['Action', 'Children']",1995
180,182,moonlight and valentino,"['Drama', 'Romance']",1995
181,183,mute witness,"['Comedy', 'Horror', 'Thriller']",1994
182,184,nadja,['Drama'],1994
183,185,"net, the","['Action', 'Crime', 'Thriller']",1995
184,186,nine months,"['Comedy', 'Romance']",1995
185,187,party girl,['Comedy'],1995
186,188,"prophecy, the","['Fantasy', 'Horror', 'Mystery']",1995
187,189,reckless,"['Comedy', 'Fantasy']",1995
188,190,safe,['Thriller'],1995
189,191,"scarlet letter, the","['Drama', 'Romance']",1995
190,192,the show,['Documentary'],1995
191,193,showgirls,['Drama'],1995
192,194,smoke,"['Comedy', 'Drama']",1995
193,195,something to talk about,"['Comedy', 'Drama', 'Romance']",1995
194,196,species,"['Horror', 'Sci-Fi']",1995
195,197,"stars fell on henrietta, the",['Drama'],1995
196,198,strange days,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",1995
197,199,"umbrellas of cherbourg, the (parapluies de cherbourg, les)","['Drama', 'Musical', 'Romance']",1964
198,200,"tie that binds, the",['Thriller'],1995
199,201,three wishes,"['Drama', 'Fantasy']",1995
200,202,total eclipse,"['Drama', 'Romance']",1995
201,203,"to wong foo, thanks for everything! julie newmar",['Comedy'],1995
202,204,under siege 2: dark territory,['Action'],1995
203,205,unstrung heroes,"['Comedy', 'Drama']",1995
204,206,unzipped,['Documentary'],1995
205,207,"walk in the clouds, a","['Drama', 'Romance']",1995
206,208,waterworld,"['Action', 'Adventure', 'Sci-Fi']",1995
207,209,white man's burden,['Drama'],1995
208,210,wild bill,['Western'],1995
209,211,"browning version, the",['Drama'],1994
210,212,bushwhacked,"['Adventure', 'Comedy', 'Crime', 'Mystery']",1995
211,213,burnt by the sun (utomlyonnye solntsem),['Drama'],1994
212,214,before the rain (pred dozhdot),"['Drama', 'War']",1994
213,215,before sunrise,"['Drama', 'Romance']",1995
214,216,billy madison,['Comedy'],1995
215,217,"babysitter, the","['Drama', 'Thriller']",1995
216,218,boys on the side,"['Comedy', 'Drama']",1995
217,219,"cure, the",['Drama'],1995
218,220,castle freak,['Horror'],1995
219,222,circle of friends,"['Drama', 'Romance']",1995
220,223,clerks,['Comedy'],1994
221,224,don juan demarco,"['Comedy', 'Drama', 'Romance']",1995
222,225,disclosure,"['Drama', 'Thriller']",1994
223,226,dream man,['Thriller'],1995
224,227,drop zone,"['Action', 'Thriller']",1994
225,228,destiny turns on the radio,['Comedy'],1995
226,229,death and the maiden,"['Drama', 'Thriller']",1994
227,230,dolores claiborne,"['Drama', 'Thriller']",1995
228,231,dumb & dumber (dumb and dumber),"['Adventure', 'Comedy']",1994
229,232,eat drink man woman (yin shi nan nu),"['Comedy', 'Drama', 'Romance']",1994
230,233,exotica,['Drama'],1994
231,234,exit to eden,['Comedy'],1994
232,235,ed wood,"['Comedy', 'Drama']",1994
233,236,french kiss,"['Action', 'Comedy', 'Romance']",1995
234,237,forget paris,"['Comedy', 'Romance']",1995
235,238,far from home: the adventures of yellow dog,"['Adventure', 'Children']",1995
236,239,"goofy movie, a","['Animation', 'Children', 'Comedy', 'Romance']",1995
237,240,hideaway,['Thriller'],1995
238,241,fluke,"['Children', 'Drama']",1995
239,242,farinelli: il castrato,"['Drama', 'Musical']",1994
240,243,gordy,"['Children', 'Comedy', 'Fantasy']",1995
241,244,gumby: the movie,"['Animation', 'Children']",1995
242,245,the glass shield,"['Crime', 'Drama']",1994
243,246,hoop dreams,['Documentary'],1994
244,247,heavenly creatures,"['Crime', 'Drama']",1994
245,248,houseguest,['Comedy'],1994
246,249,immortal beloved,"['Drama', 'Romance']",1994
247,250,heavyweights (heavy weights),"['Children', 'Comedy']",1995
248,251,"hunted, the",['Action'],1995
249,252,i.q.,"['Comedy', 'Romance']",1994
250,253,interview with the vampire: the vampire chronicles,"['Drama', 'Horror']",1994
251,254,jefferson in paris,['Drama'],1995
252,255,"jerky boys, the",['Comedy'],1995
253,256,junior,"['Comedy', 'Sci-Fi']",1994
254,257,just cause,"['Mystery', 'Thriller']",1995
255,258,"kid in king arthur's court, a","['Adventure', 'Children', 'Comedy', 'Fantasy', 'Romance']",1995
256,259,kiss of death,"['Crime', 'Drama', 'Thriller']",1995
257,260,star wars: episode iv - a new hope,"['Action', 'Adventure', 'Sci-Fi']",1977
258,261,little women,['Drama'],1994
259,262,"little princess, a","['Children', 'Drama']",1995
260,263,ladybird ladybird,['Drama'],1994
261,264,"enfer, l'",['Drama'],1994
262,265,like water for chocolate (como agua para chocolate),"['Drama', 'Fantasy', 'Romance']",1992
263,266,legends of the fall,"['Drama', 'Romance', 'War', 'Western']",1994
264,267,major payne,['Comedy'],1995
265,268,little odessa,"['Crime', 'Drama']",1994
266,269,my crazy life (mi vida loca),['Drama'],1993
267,270,love affair,"['Drama', 'Romance']",1994
268,271,losing isaiah,['Drama'],1995
269,272,"madness of king george, the","['Comedy', 'Drama']",1994
270,273,mary shelley's frankenstein (frankenstein),"['Drama', 'Horror', 'Sci-Fi']",1994
271,274,man of the house,['Comedy'],1995
272,275,mixed nuts,['Comedy'],1994
273,276,milk money,"['Comedy', 'Romance']",1994
274,277,miracle on 34th street,['Drama'],1994
275,278,miami rhapsody,['Comedy'],1995
276,279,my family,['Drama'],1995
277,280,murder in the first,"['Drama', 'Thriller']",1995
278,281,nobody's fool,"['Comedy', 'Drama', 'Romance']",1994
279,282,nell,['Drama'],1994
280,283,new jersey drive,"['Crime', 'Drama']",1995
281,284,new york cop (nyû yôku no koppu),"['Action', 'Crime']",1993
282,285,beyond bedlam,"['Drama', 'Horror']",1993
283,286,nemesis 2: nebula,"['Action', 'Sci-Fi', 'Thriller']",1995
284,287,nina takes a lover,"['Comedy', 'Romance']",1994
285,288,natural born killers,"['Action', 'Crime', 'Thriller']",1994
286,289,only you,"['Comedy', 'Romance']",1994
287,290,once were warriors,"['Crime', 'Drama']",1994
288,291,poison ivy ii,"['Drama', 'Thriller']",1996
289,292,outbreak,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",1995
290,293,léon: the professional (a.k.a. the professional) (léon),"['Action', 'Crime', 'Drama', 'Thriller']",1994
291,294,"perez family, the","['Comedy', 'Romance']",1995
292,295,"pyromaniac's love story, a","['Comedy', 'Romance']",1995
293,296,pulp fiction,"['Comedy', 'Crime', 'Drama', 'Thriller']",1994
294,297,panther,['Drama'],1995
295,298,pushing hands (tui shou),['Drama'],1992
296,299,priest,['Drama'],1994
297,300,quiz show,['Drama'],1994
298,301,picture bride (bijo photo),"['Drama', 'Romance']",1994
299,302,"queen margot (reine margot, la)","['Drama', 'Romance']",1994
300,303,"quick and the dead, the","['Action', 'Thriller', 'Western']",1995
301,304,roommates,"['Comedy', 'Drama']",1995
302,305,ready to wear (pret-a-porter),['Comedy'],1994
303,306,three colors: red (trois couleurs: rouge),['Drama'],1994
304,307,three colors: blue (trois couleurs: bleu),['Drama'],1993
305,308,three colors: white (trzy kolory: bialy),"['Comedy', 'Drama']",1994
306,309,"red firecracker, green firecracker (pao da shuang deng)",['Drama'],1994
307,310,rent-a-kid,['Comedy'],1995
308,311,relative fear,"['Horror', 'Thriller']",1994
309,312,stuart saves his family,['Comedy'],1995
310,313,"swan princess, the","['Animation', 'Children']",1994
311,314,"secret of roan inish, the","['Children', 'Drama', 'Fantasy', 'Mystery']",1994
312,315,"specialist, the","['Action', 'Drama', 'Thriller']",1994
313,316,stargate,"['Action', 'Adventure', 'Sci-Fi']",1994
314,317,"santa clause, the","['Comedy', 'Drama', 'Fantasy']",1994
315,318,"shawshank redemption, the","['Crime', 'Drama']",1994
316,319,shallow grave,"['Comedy', 'Drama', 'Thriller']",1994
317,320,suture,"['Film-Noir', 'Thriller']",1993
318,321,strawberry and chocolate (fresa y chocolate),['Drama'],1993
319,322,swimming with sharks,"['Comedy', 'Drama']",1995
320,324,"sum of us, the","['Comedy', 'Drama']",1994
321,325,national lampoon's senior trip,['Comedy'],1995
322,326,to live (huozhe),['Drama'],1994
323,327,tank girl,"['Action', 'Comedy', 'Sci-Fi']",1995
324,328,tales from the crypt presents: demon knight,"['Horror', 'Thriller']",1995
325,329,star trek: generations,"['Adventure', 'Drama', 'Sci-Fi']",1994
326,330,tales from the hood,"['Action', 'Crime', 'Horror']",1995
327,331,tom & viv,['Drama'],1994
328,332,village of the damned,"['Horror', 'Sci-Fi']",1995
329,333,tommy boy,['Comedy'],1995
330,334,vanya on 42nd street,['Drama'],1994
331,335,underneath,"['Mystery', 'Thriller']",1995
332,336,"walking dead, the","['Drama', 'War']",1995
333,337,what's eating gilbert grape,['Drama'],1993
334,338,virtuosity,"['Action', 'Sci-Fi', 'Thriller']",1995
335,339,while you were sleeping,"['Comedy', 'Romance']",1995
336,340,"war, the","['Adventure', 'Drama', 'War']",1994
337,341,double happiness,['Drama'],1994
338,342,muriel's wedding,['Comedy'],1994
339,343,"baby-sitters club, the",['Children'],1995
340,344,ace ventura: pet detective,['Comedy'],1994
341,345,"adventures of priscilla, queen of the desert, the","['Comedy', 'Drama']",1994
342,346,backbeat,"['Drama', 'Musical']",1993
343,347,bitter moon,"['Drama', 'Film-Noir', 'Romance']",1992
344,348,bullets over broadway,['Comedy'],1994
345,349,clear and present danger,"['Action', 'Crime', 'Drama', 'Thriller']",1994
346,350,"client, the","['Drama', 'Mystery', 'Thriller']",1994
347,351,"corrina, corrina","['Comedy', 'Drama', 'Romance']",1994
348,352,crooklyn,"['Comedy', 'Drama']",1994
349,353,"crow, the","['Action', 'Crime', 'Fantasy', 'Thriller']",1994
350,354,cobb,['Drama'],1994
351,355,"flintstones, the","['Children', 'Comedy', 'Fantasy']",1994
352,356,forrest gump,"['Comedy', 'Drama', 'Romance', 'War']",1994
353,357,four weddings and a funeral,"['Comedy', 'Romance']",1994
354,358,higher learning,['Drama'],1995
355,359,i like it like that,"['Comedy', 'Drama', 'Romance']",1994
356,360,i love trouble,"['Action', 'Comedy']",1994
357,361,it could happen to you,"['Comedy', 'Drama', 'Romance']",1994
358,362,"jungle book, the","['Adventure', 'Children', 'Romance']",1994
359,363,"wonderful, horrible life of leni riefenstahl, the (macht der bilder: leni riefenstahl, die)",['Documentary'],1993
360,364,"lion king, the","['Adventure', 'Animation', 'Children', 'Drama', 'Musical', 'IMAX']",1994
361,365,little buddha,['Drama'],1993
362,366,"wes craven's new nightmare (nightmare on elm street part 7: freddy's finale, a)","['Drama', 'Horror', 'Mystery', 'Thriller']",1994
363,367,"mask, the","['Action', 'Comedy', 'Crime', 'Fantasy']",1994
364,368,maverick,"['Adventure', 'Comedy', 'Western']",1994
365,369,mrs. parker and the vicious circle,['Drama'],1994
366,370,naked gun 33 1/3: the final insult,"['Action', 'Comedy']",1994
367,371,"paper, the","['Comedy', 'Drama']",1994
368,372,reality bites,"['Comedy', 'Drama', 'Romance']",1994
369,373,red rock west,['Thriller'],1992
370,374,richie rich,"['Children', 'Comedy']",1994
371,375,safe passage,['Drama'],1994
372,376,"river wild, the","['Action', 'Thriller']",1994
373,377,speed,"['Action', 'Romance', 'Thriller']",1994
374,378,speechless,"['Comedy', 'Romance']",1994
375,379,timecop,"['Action', 'Sci-Fi', 'Thriller']",1994
376,380,true lies,"['Action', 'Adventure', 'Comedy', 'Romance', 'Thriller']",1994
377,381,when a man loves a woman,"['Drama', 'Romance']",1994
378,382,wolf,"['Drama', 'Horror', 'Romance', 'Thriller']",1994
379,383,wyatt earp,['Western'],1994
380,384,bad company,"['Action', 'Crime', 'Drama']",1995
381,385,"man of no importance, a",['Drama'],1994
382,386,s.f.w.,['Drama'],1994
383,387,"low down dirty shame, a","['Action', 'Comedy']",1994
384,388,boys life,['Drama'],1995
385,389,"colonel chabert, le","['Drama', 'Romance', 'War']",1994
386,390,faster pussycat! kill! kill!,"['Action', 'Crime', 'Drama']",1965
387,391,jason's lyric,"['Crime', 'Drama']",1994
388,392,"secret adventures of tom thumb, the","['Adventure', 'Animation']",1993
389,393,street fighter,"['Action', 'Adventure', 'Fantasy']",1994
390,394,coldblooded,['Comedy'],1995
391,395,desert winds,"['Drama', 'Fantasy', 'Romance']",1995
392,396,fall time,['Drama'],1995
393,397,"fear, the",['Horror'],1995
394,398,frank and ollie,['Documentary'],1995
395,399,girl in the cadillac,['Drama'],1995
396,400,homage,['Drama'],1995
397,401,mirage,"['Action', 'Thriller']",1995
398,402,open season,['Comedy'],1996
399,403,two crimes (dos crímenes),"['Comedy', 'Crime', 'Drama']",1995
400,404,brother minister: the assassination of malcolm x,['Documentary'],1994
401,405,highlander iii: the sorcerer (a.k.a. highlander: the final dimension),"['Action', 'Fantasy']",1994
402,406,federal hill,['Drama'],1994
403,407,in the mouth of madness,"['Horror', 'Thriller']",1995
404,408,8 seconds,['Drama'],1994
405,409,above the rim,"['Crime', 'Drama']",1994
406,410,addams family values,"['Children', 'Comedy', 'Fantasy']",1993
407,411,martin lawrence: you so crazy,"['Comedy', 'Documentary']",1994
408,412,"age of innocence, the",['Drama'],1993
409,413,airheads,['Comedy'],1994
410,414,"air up there, the",['Comedy'],1994
411,415,another stakeout,"['Comedy', 'Thriller']",1993
412,416,bad girls,['Western'],1994
413,417,barcelona,"['Comedy', 'Romance']",1994
414,418,being human,['Drama'],1993
415,419,"beverly hillbillies, the",['Comedy'],1993
416,420,beverly hills cop iii,"['Action', 'Comedy', 'Crime', 'Thriller']",1994
417,421,black beauty,"['Adventure', 'Children', 'Drama']",1994
418,422,blink,['Thriller'],1994
419,423,blown away,"['Action', 'Thriller']",1994
420,424,blue chips,['Drama'],1994
421,425,blue sky,"['Drama', 'Romance']",1994
422,426,body snatchers,"['Horror', 'Sci-Fi', 'Thriller']",1993
423,427,boxing helena,"['Drama', 'Mystery', 'Romance', 'Thriller']",1993
424,428,"bronx tale, a",['Drama'],1993
425,429,cabin boy,['Comedy'],1994
426,430,calendar girl,"['Comedy', 'Drama']",1993
427,431,carlito's way,"['Crime', 'Drama']",1993
428,432,city slickers ii: the legend of curly's gold,"['Adventure', 'Comedy', 'Western']",1994
429,433,clean slate,['Comedy'],1994
430,434,cliffhanger,"['Action', 'Adventure', 'Thriller']",1993
431,435,coneheads,"['Comedy', 'Sci-Fi']",1993
432,436,color of night,"['Drama', 'Thriller']",1994
433,437,cops and robbersons,['Comedy'],1994
434,438,"cowboy way, the","['Action', 'Comedy', 'Drama']",1994
435,439,dangerous game,['Drama'],1993
436,440,dave,"['Comedy', 'Romance']",1993
437,441,dazed and confused,['Comedy'],1993
438,442,demolition man,"['Action', 'Adventure', 'Sci-Fi']",1993
439,443,"endless summer 2, the","['Adventure', 'Documentary']",1994
440,444,even cowgirls get the blues,"['Comedy', 'Romance']",1993
441,445,fatal instinct,['Comedy'],1993
442,446,farewell my concubine (ba wang bie ji),"['Drama', 'Romance']",1993
443,447,"favor, the","['Comedy', 'Romance']",1994
444,448,fearless,['Drama'],1993
445,449,fear of a black hat,['Comedy'],1994
446,450,with honors,"['Comedy', 'Drama']",1994
447,451,flesh and bone,"['Drama', 'Mystery', 'Romance']",1993
448,452,widows' peak,['Drama'],1994
449,453,for love or money,"['Comedy', 'Romance']",1993
450,454,"firm, the","['Drama', 'Thriller']",1993
451,455,free willy,"['Adventure', 'Children', 'Drama']",1993
452,456,fresh,"['Crime', 'Drama', 'Thriller']",1994
453,457,"fugitive, the",['Thriller'],1993
454,458,geronimo: an american legend,"['Drama', 'Western']",1993
455,459,"getaway, the","['Action', 'Adventure', 'Crime', 'Drama', 'Romance', 'Thriller']",1994
456,460,getting even with dad,['Comedy'],1994
457,461,go fish,"['Drama', 'Romance']",1994
458,462,"good man in africa, a","['Action', 'Adventure']",1994
459,463,guilty as sin,"['Crime', 'Drama', 'Thriller']",1993
460,464,hard target,"['Action', 'Adventure', 'Crime', 'Thriller']",1993
461,465,heaven & earth,"['Action', 'Drama', 'War']",1993
462,466,hot shots! part deux,"['Action', 'Comedy', 'War']",1993
463,467,live nude girls,['Comedy'],1995
464,468,"englishman who went up a hill but came down a mountain, the","['Comedy', 'Romance']",1995
465,469,"house of the spirits, the","['Drama', 'Romance']",1993
466,470,house party 3,['Comedy'],1994
467,471,"hudsucker proxy, the",['Comedy'],1994
468,472,i'll do anything,"['Comedy', 'Drama']",1994
469,473,in the army now,"['Comedy', 'War']",1994
470,474,in the line of fire,"['Action', 'Thriller']",1993
471,475,in the name of the father,['Drama'],1993
472,476,"inkwell, the","['Comedy', 'Drama']",1994
473,477,what's love got to do with it?,"['Drama', 'Musical']",1993
474,478,jimmy hollywood,"['Comedy', 'Crime', 'Drama']",1994
475,479,judgment night,"['Action', 'Crime', 'Thriller']",1993
476,480,jurassic park,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1993
477,481,kalifornia,"['Drama', 'Thriller']",1993
478,482,killing zoe,"['Crime', 'Drama', 'Thriller']",1994
479,483,king of the hill,['Drama'],1993
480,484,lassie,"['Adventure', 'Children']",1994
481,485,last action hero,"['Action', 'Adventure', 'Comedy', 'Fantasy']",1993
482,486,life with mikey,['Comedy'],1993
483,487,lightning jack,"['Comedy', 'Western']",1994
484,488,m. butterfly,"['Drama', 'Romance']",1993
485,489,made in america,['Comedy'],1993
486,490,malice,['Thriller'],1993
487,491,"man without a face, the",['Drama'],1993
488,492,manhattan murder mystery,"['Comedy', 'Mystery']",1993
489,493,menace ii society,"['Action', 'Crime', 'Drama']",1993
